round,Nq1,Nq2,N1,N2,W1,W2,X1,X2,T1,T2,VarW1,VarW2
232, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
233, 0.142, 0.455, 0.647, 0.827, 0.553, 0.358, 1.409, 1.090, 1.962, 1.448, -nan, inf
234, 0.000, 0.000, 0.286, 0.260, 0.000, -0.000, 1.362, 1.238, 1.362, 1.238, -nan, -nan
235, 0.000, 0.000, 0.044, 0.320, 0.000, 0.000, 0.139, 1.003, 0.139, 1.003, -nan, -nan
236, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
237, 0.180, 0.423, 0.531, 1.072, 0.678, 0.000, 0.647, 0.000, 1.325, 0.000, -nan, 0.000
238, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
239, 0.203, 1.797, 1.041, 1.959, 0.538, 0.000, 1.677, 0.000, 2.215, 0.000, -nan, 0.000
240, 0.000, 1.150, 0.024, 2.127, 0.000, 0.000, 0.100, 0.000, 0.100, 0.000, -nan, 0.000
241, 0.000, 0.182, 0.118, 0.357, 0.000, 0.187, 0.343, 0.324, 0.343, 0.510, -nan, inf
242, 0.000, 0.000, 0.346, 0.654, 0.000, 0.000, 0.333, 0.000, 0.333, 0.000, -nan, 0.000
243, 0.000, 0.372, 0.027, 0.952, 0.000, 1.253, 0.099, 0.859, 0.099, 2.113, -nan, inf
244, 0.000, 0.000, 0.463, 0.361, 0.000, 0.000, 1.897, 1.479, 1.897, 1.479, -nan, -nan
245, 0.000, 0.000, 0.005, 0.033, 0.000, 0.000, 0.023, 0.163, 0.023, 0.163, -nan, -nan
246, 0.000, 0.000, 0.109, 0.407, 0.000, 0.000, 0.217, 0.812, 0.217, 0.812, -nan, -nan
247, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
248, 0.094, 0.172, 0.342, 0.291, 1.118, 0.213, 1.845, 1.205, 2.962, 1.417, -nan, inf
249, 0.000, 0.000, 0.143, 0.857, 0.000, 0.000, 0.330, 0.000, 0.330, 0.000, -nan, 0.000
250, 0.000, 1.000, 0.456, 1.544, 0.000, 0.000, 2.447, 0.000, 2.447, 0.000, -nan, 0.000
251, 0.000, 2.000, 0.776, 2.224, 0.000, 0.000, 0.878, 0.000, 0.878, 0.000, -nan, 0.000
252, 0.000, 3.000, 0.566, 3.434, 0.000, 0.000, 1.254, 0.000, 1.254, 0.000, -nan, 0.000
253, 0.000, 4.000, 0.545, 4.455, 0.000, 0.000, 1.500, 0.000, 1.500, 0.000, -nan, 0.000
254, 0.000, 0.611, 0.065, 1.198, 0.000, 0.465, 0.312, 2.368, 0.312, 2.833, -nan, inf
255, 0.000, 0.000, 0.027, 0.011, 0.000, -0.000, 0.044, 0.017, 0.044, 0.017, -nan, -nan
256, 0.000, 0.000, 0.196, 0.117, 0.000, 0.000, 2.334, 1.390, 2.334, 1.390, -nan, -nan
257, 0.000, 0.000, 0.108, 0.801, 0.000, -0.000, 0.199, 1.476, 0.199, 1.476, -nan, -nan
258, 0.000, 0.000, 0.041, 0.149, 0.000, 0.000, 0.105, 0.381, 0.105, 0.381, -nan, -nan
259, 0.000, 0.000, 0.214, 0.245, 0.000, 0.000, 0.532, 0.609, 0.532, 0.609, -nan, -nan
260, 0.000, 0.000, 0.410, 0.273, 0.000, 0.000, 2.534, 1.687, 2.534, 1.687, -nan, -nan
261, 0.000, 0.000, 0.069, 0.137, 0.000, 0.000, 0.694, 1.375, 0.694, 1.375, -nan, -nan
262, 0.000, 0.000, 0.452, 0.483, 0.000, 0.000, 0.142, 0.152, 0.142, 0.152, -nan, -nan
263, 0.000, 0.000, 0.045, 0.030, 0.000, -0.000, 0.515, 0.342, 0.515, 0.342, -nan, -nan
264, 0.000, 0.000, 0.124, 0.383, 0.000, -0.000, 0.465, 1.444, 0.465, 1.444, -nan, -nan
265, 0.000, 0.000, 0.282, 0.718, 0.000, 0.000, 0.368, 0.000, 0.368, 0.000, -nan, 0.000
266, 0.000, 0.186, 0.033, 0.524, 0.000, 0.736, 0.161, 0.901, 0.161, 1.637, -nan, inf
267, 0.000, 0.000, 0.206, 0.094, 0.000, 0.000, 0.867, 0.396, 0.867, 0.396, -nan, -nan
268, 0.000, 0.000, 0.318, 0.527, 0.000, 0.000, 0.960, 1.590, 0.960, 1.590, -nan, -nan
269, 0.000, 0.000, 0.217, 0.068, 0.000, 0.000, 1.176, 0.367, 1.176, 0.367, -nan, -nan
270, 0.000, 0.000, 0.001, 0.817, 0.000, 0.000, 0.005, 3.005, 0.005, 3.005, -nan, -nan
271, 0.000, 0.000, 0.266, 0.734, 0.000, 0.000, 0.205, 0.000, 0.205, 0.000, -nan, 0.000
272, 0.000, 0.020, 0.017, 0.101, 0.000, 0.021, 0.096, 0.441, 0.096, 0.463, -nan, inf
273, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
274, 0.436, 0.564, 0.892, 1.108, 2.131, 0.000, 0.092, 0.000, 2.223, 0.000, -nan, 0.000
275, 0.000, 2.000, 0.790, 2.210, 0.000, 0.000, 0.867, 0.000, 0.867, 0.000, -nan, 0.000
276, 0.000, 0.973, 0.056, 1.916, 0.000, 0.000, 0.259, 0.000, 0.259, 0.000, -nan, 0.000
277, 0.000, 1.000, 0.848, 1.152, 0.000, 0.000, 0.966, 0.000, 0.966, 0.000, -nan, 0.000
278, 0.000, 1.373, 0.107, 2.267, 0.000, 0.000, 0.253, 0.000, 0.253, 0.000, -nan, 0.000
279, 0.000, 1.179, 0.299, 1.880, 0.000, 0.000, 0.597, 0.000, 0.597, 0.000, -nan, 0.000
280, 0.000, 0.510, 0.169, 0.918, 0.000, 1.765, 0.878, 0.351, 0.878, 2.116, -nan, inf
281, 0.000, 0.000, 0.062, 0.023, 0.000, -0.000, 0.550, 0.200, 0.550, 0.200, -nan, -nan
282, 0.000, 0.000, 0.076, 0.012, 0.000, -0.000, 0.657, 0.102, 0.657, 0.102, -nan, -nan
283, 0.000, 0.000, 0.444, 0.159, 0.000, 0.000, 0.712, 0.256, 0.712, 0.256, -nan, -nan
284, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
285, 0.011, 0.027, 0.032, 0.229, 0.249, 0.377, 0.239, 4.256, 0.488, 4.633, -nan, inf
286, 0.000, 0.000, 0.818, 0.182, 0.000, 0.000, 0.962, 0.000, 0.962, 0.000, -nan, 0.000
287, 0.000, 1.000, 0.340, 1.660, 0.000, 0.000, 0.282, 0.000, 0.282, 0.000, -nan, 0.000
288, 0.000, 0.732, 0.036, 1.169, 0.000, 1.635, 0.165, 0.350, 0.165, 1.985, -nan, inf
289, 0.000, 0.000, 0.342, 0.588, 0.000, -0.000, 0.839, 1.441, 0.839, 1.441, -nan, -nan
290, 0.000, 0.000, 0.051, 0.358, 0.000, -0.000, 0.217, 1.517, 0.217, 1.517, -nan, -nan
291, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
292, 0.141, 0.473, 0.547, 0.911, 0.476, 0.703, 0.894, 0.775, 1.370, 1.478, -nan, inf
293, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
294, 0.741, 0.259, 1.741, 0.259, 0.422, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
295, 0.406, 1.594, 1.275, 1.725, 1.824, 0.000, 2.080, 0.000, 3.904, 0.000, inf, 0.000
296, 0.000, 3.000, 0.442, 3.558, 0.000, 0.000, 3.387, 0.000, 3.387, 0.000, -nan, 0.000
297, 0.000, 0.490, 0.084, 0.627, 0.000, 1.165, 1.597, 1.431, 1.597, 2.596, -nan, inf
298, 0.000, 0.000, 0.382, 0.618, 0.000, 0.000, 0.957, 0.000, 0.957, 0.000, -nan, 0.000
299, 0.000, 0.793, 0.544, 1.078, 0.000, 0.420, 0.921, 0.062, 0.921, 0.482, -nan, inf
300, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
301, 0.033, 0.578, 0.174, 1.192, 0.189, 2.700, 0.620, 0.820, 0.809, 3.519, -nan, inf
302, 0.000, 0.000, 0.107, 0.262, 0.000, -0.000, 0.387, 0.953, 0.387, 0.953, -nan, -nan
303, 0.000, 0.000, 0.218, 0.137, 0.000, 0.000, 1.181, 0.743, 1.181, 0.743, -nan, -nan
304, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
305, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
306, 1.365, 0.635, 2.365, 0.635, 4.724, 0.000, 0.000, 0.000, 0.000, 0.000, inf, 0.000
307, 0.544, 1.603, 1.096, 1.996, 2.567, 1.021, 0.034, 0.831, 2.601, 1.851, inf, inf
308, 0.000, 0.000, 0.029, 0.971, 0.000, 0.000, 0.013, 0.000, 0.013, 0.000, -nan, 0.000
309, 0.000, 0.030, 0.005, 0.076, 0.000, 0.312, 0.070, 0.279, 0.070, 0.591, -nan, inf
310, 0.000, 0.000, 0.029, 0.041, 0.000, -0.000, 0.215, 0.299, 0.215, 0.299, -nan, -nan
311, 0.000, 0.000, 0.025, 0.000, 0.000, 0.000, 0.392, 0.007, 0.392, 0.007, -nan, -nan
312, 0.000, 0.000, 0.067, 0.032, 0.000, 0.000, 0.313, 0.149, 0.313, 0.149, -nan, -nan
313, 0.000, 0.000, 0.704, 0.296, 0.000, 0.000, 1.262, 0.000, 1.262, 0.000, -nan, 0.000
314, 0.000, 0.387, 0.039, 0.850, 0.000, 1.682, 0.186, 0.553, 0.186, 2.235, -nan, inf
315, 0.000, 0.000, 0.479, 0.077, 0.000, -0.000, 0.213, 0.034, 0.213, 0.034, -nan, -nan
316, 0.000, 0.000, 0.214, 0.004, 0.000, 0.000, 1.369, 0.024, 1.369, 0.024, -nan, -nan
317, 0.000, 0.000, 0.119, 0.111, 0.000, -0.000, 0.828, 0.772, 0.828, 0.772, -nan, -nan
318, 0.000, 0.000, 0.116, 0.196, 0.000, -0.000, 0.222, 0.377, 0.222, 0.377, -nan, -nan
319, 0.000, 0.000, 0.184, 0.131, 0.000, -0.000, 0.871, 0.617, 0.871, 0.617, -nan, -nan
320, 0.000, 0.000, 0.163, 0.144, 0.000, -0.000, 0.511, 0.452, 0.511, 0.452, -nan, -nan
321, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
322, 0.306, 0.694, 1.306, 0.694, 0.431, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
323, 1.000, 1.000, 2.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
324, 0.257, 2.288, 0.720, 2.825, 0.888, 0.000, 1.242, 0.000, 2.130, 0.000, -nan, 0.000
325, 0.000, 0.224, 0.002, 0.597, 0.000, 2.358, 0.040, 4.810, 0.040, 7.168, -nan, inf
326, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
327, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
328, 0.679, 0.668, 1.157, 1.037, 2.525, 1.758, 0.294, 0.415, 2.819, 2.172, inf, inf
329, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
330, 0.717, 0.156, 1.578, 0.294, 1.860, 0.000, 0.375, 0.000, 2.235, 0.000, inf, 0.000
331, 0.000, 0.475, 0.130, 0.882, 0.000, 2.485, 0.936, 0.442, 0.936, 2.927, -nan, inf
332, 0.000, 0.000, 0.296, 0.704, 0.000, 0.000, 0.647, 0.000, 0.647, 0.000, -nan, 0.000
333, 0.000, 0.495, 0.255, 0.797, 0.000, 0.973, 1.034, 0.256, 1.034, 1.229, -nan, inf
334, 0.000, 0.000, 0.569, 0.431, 0.000, 0.000, 0.736, 0.000, 0.736, 0.000, -nan, 0.000
335, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
336, 1.000, 1.000, 2.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
337, 1.172, 1.691, 2.020, 1.843, 2.606, 0.000, 0.182, 0.000, 2.788, 0.000, inf, 0.000
338, 0.000, 1.672, 0.433, 1.890, 0.000, 0.744, 1.715, 0.120, 1.715, 0.863, -nan, inf
339, 0.000, 0.000, 0.071, 0.929, 0.000, 0.000, 0.059, 0.000, 0.059, 0.000, -nan, 0.000
340, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
341, 0.666, 1.334, 1.666, 1.334, 0.513, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
342, 1.000, 2.000, 2.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
343, 0.928, 3.072, 1.828, 3.172, 3.032, 0.000, 2.126, 0.000, 5.158, 0.000, inf, 0.000
344, 0.000, 5.000, 1.000, 5.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
345, 0.889, 5.111, 1.889, 5.111, 0.464, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
346, 0.562, 6.342, 1.298, 6.607, 0.920, 0.000, 0.285, 0.000, 1.205, 0.000, -nan, 0.000
347, 0.000, 7.000, 0.863, 7.137, 0.000, 0.000, 0.408, 0.000, 0.408, 0.000, -nan, 0.000
348, 0.000, 7.579, 0.753, 7.826, 0.000, 0.000, 5.605, 0.000, 5.605, 0.000, -nan, 0.000
349, 0.000, 4.755, 0.026, 5.729, 0.000, 0.000, 0.118, 0.000, 0.118, 0.000, -nan, 0.000
350, 0.000, 2.085, 0.209, 2.782, 0.000, 2.773, 0.927, 0.324, 0.927, 3.096, -nan, inf
351, 0.000, 0.000, 0.652, 0.348, 0.000, 0.000, 0.134, 0.000, 0.134, 0.000, -nan, 0.000
352, 0.000, 1.000, 0.258, 1.742, 0.000, 0.000, 0.080, 0.000, 0.080, 0.000, -nan, 0.000
353, 0.000, 2.000, 0.806, 2.194, 0.000, 0.000, 0.770, 0.000, 0.770, 0.000, -nan, 0.000
354, 0.000, 2.958, 0.705, 3.253, 0.000, 0.000, 0.932, 0.000, 0.932, 0.000, -nan, 0.000
355, 0.000, 0.657, 0.048, 0.906, 0.000, 4.023, 0.844, 0.343, 0.844, 4.366, -nan, inf
356, 0.000, 0.000, 0.001, 0.008, 0.000, 0.000, 0.012, 0.068, 0.012, 0.068, -nan, -nan
357, 0.000, 0.000, 0.275, 0.292, 0.000, 0.000, 2.149, 2.285, 2.149, 2.285, -nan, -nan
358, 0.000, 0.000, 0.175, 0.213, 0.000, 0.000, 1.755, 2.138, 1.755, 2.138, -nan, -nan
359, 0.000, 0.000, 0.038, 0.453, 0.000, -0.000, 0.026, 0.313, 0.026, 0.313, -nan, -nan
360, 0.000, 0.000, 0.450, 0.039, 0.000, 0.000, 1.505, 0.130, 1.505, 0.130, -nan, -nan
361, 0.000, 0.000, 0.973, 0.027, 0.000, 0.000, 1.724, 0.000, 1.724, 0.000, -nan, 0.000
362, 0.000, 0.233, 0.225, 0.433, 0.000, 0.025, 0.717, 0.611, 0.717, 0.637, -nan, inf
363, 0.000, 0.000, 0.307, 0.188, 0.000, 0.000, 0.469, 0.287, 0.469, 0.287, -nan, -nan
364, 0.000, 0.000, 0.407, 0.593, 0.000, 0.000, 1.353, 0.000, 1.353, 0.000, -nan, 0.000
365, 0.000, 1.000, 0.808, 1.192, 0.000, 0.000, 0.224, 0.000, 0.224, 0.000, -nan, 0.000
366, 0.000, 1.441, 0.138, 2.303, 0.000, 0.000, 0.727, 0.000, 0.727, 0.000, -nan, 0.000
367, 0.000, 0.358, 0.092, 0.797, 0.000, 1.376, 0.474, 0.896, 0.474, 2.273, -nan, inf
368, 0.000, 0.000, 0.636, 0.364, 0.000, 0.000, 0.880, 0.000, 0.880, 0.000, -nan, 0.000
369, 0.000, 0.025, 0.001, 0.143, 0.000, 0.098, 0.006, 0.383, 0.006, 0.481, -nan, inf
370, 0.000, 0.000, 0.011, 0.055, 0.000, -0.000, 0.042, 0.200, 0.042, 0.200, -nan, -nan
371, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
372, 0.878, 0.122, 1.878, 0.122, 5.207, 0.000, 0.000, 0.000, 0.000, 0.000, inf, 0.000
373, 0.118, 0.532, 0.291, 0.800, 0.927, 2.027, 0.445, 0.089, 1.372, 2.116, -nan, inf
374, 0.000, 0.000, 0.443, 0.480, 0.000, 0.000, 1.326, 1.438, 1.326, 1.438, -nan, -nan
375, 0.000, 0.000, 0.096, 0.042, 0.000, 0.000, 0.356, 0.156, 0.356, 0.156, -nan, -nan
376, 0.000, 0.000, 0.049, 0.088, 0.000, 0.000, 0.448, 0.808, 0.448, 0.808, -nan, -nan
377, 0.000, 0.000, 0.994, 0.006, 0.000, 0.000, 4.222, 0.000, 4.222, 0.000, -nan, 0.000
378, 0.000, 0.255, 0.086, 0.673, 0.000, 0.551, 0.280, 0.814, 0.280, 1.365, -nan, inf
379, 0.000, 0.000, 0.688, 0.180, 0.000, -0.000, 2.857, 0.747, 2.857, 0.747, -nan, -nan
380, 0.000, 0.000, 0.003, 0.099, 0.000, -0.000, 0.024, 0.720, 0.024, 0.720, -nan, -nan
381, 0.000, 0.000, 0.598, 0.154, 0.000, -0.000, 1.751, 0.451, 1.751, 0.451, -nan, -nan
382, 0.000, 0.000, 0.024, 0.077, 0.000, -0.000, 0.155, 0.498, 0.155, 0.498, -nan, -nan
383, 0.000, 0.000, 0.399, 0.464, 0.000, 0.000, 1.679, 1.953, 1.679, 1.953, -nan, -nan
384, 0.000, 0.000, 0.800, 0.075, 0.000, 0.000, 1.221, 0.115, 1.221, 0.115, -nan, -nan
385, 0.000, 0.000, 0.801, 0.199, 0.000, 0.000, 0.593, 0.000, 0.593, 0.000, -nan, 0.000
386, 0.000, 1.000, 0.814, 1.186, 0.000, 0.000, 0.375, 0.000, 0.375, 0.000, -nan, 0.000
387, 0.000, 1.417, 0.457, 1.810, 0.000, 1.078, 1.642, 0.335, 1.642, 1.412, -nan, inf
388, 0.000, 0.000, 0.039, 0.096, 0.000, -0.000, 0.224, 0.544, 0.224, 0.544, -nan, -nan
389, 0.000, 0.000, 0.585, 0.297, 0.000, 0.000, 0.709, 0.360, 0.709, 0.360, -nan, -nan
390, 0.000, 0.000, 0.880, 0.120, 0.000, 0.000, 1.057, 0.000, 1.057, 0.000, -nan, 0.000
391, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
392, 0.232, 1.768, 1.118, 1.882, 1.235, 0.000, 3.489, 0.000, 4.724, 0.000, -nan, 0.000
393, 0.000, 3.000, 1.000, 3.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
394, 0.013, 1.310, 0.202, 1.651, 0.122, 2.076, 1.727, 1.246, 1.850, 3.321, -nan, inf
395, 0.000, 0.000, 0.042, 0.030, 0.000, -0.000, 0.398, 0.287, 0.398, 0.287, -nan, -nan
396, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
397, 0.011, 0.089, 0.042, 0.189, 0.179, 1.150, 0.334, 0.507, 0.513, 1.657, -nan, inf
398, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
399, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
400, 1.228, 0.693, 2.010, 0.911, 1.912, 0.000, 0.500, 0.000, 2.412, 0.000, -nan, 0.000
401, 0.000, 2.000, 0.080, 2.920, 0.000, 0.000, 0.030, 0.000, 0.030, 0.000, -nan, 0.000
402, 0.000, 3.000, 1.000, 3.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
403, 0.036, 2.499, 0.400, 3.135, 0.172, 0.000, 1.579, 0.000, 1.751, 0.000, -nan, 0.000
404, 0.000, 1.000, 0.472, 1.528, 0.000, 0.000, 0.601, 0.000, 0.601, 0.000, -nan, 0.000
405, 0.000, 0.509, 0.053, 0.881, 0.000, 0.859, 0.207, 0.588, 0.207, 1.447, -nan, inf
406, 0.000, 0.000, 0.102, 0.898, 0.000, 0.000, 0.183, 0.000, 0.183, 0.000, -nan, 0.000
407, 0.000, 0.354, 0.317, 1.036, 0.000, 0.000, 0.469, 0.000, 0.469, 0.000, -nan, 0.000
408, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
409, 0.007, 1.270, 0.396, 1.574, 0.014, 0.541, 0.762, 0.064, 0.776, 0.605, -nan, inf
410, 0.000, 0.000, 0.273, 0.195, 0.000, -0.000, 2.278, 1.622, 2.278, 1.622, -nan, -nan
411, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
412, 0.423, 0.184, 0.850, 0.681, 0.784, 0.333, 0.008, 0.588, 0.792, 0.921, -nan, inf
413, 0.000, 0.000, 0.417, 0.583, 0.000, 0.000, 0.148, 0.000, 0.148, 0.000, -nan, 0.000
414, 0.000, 0.780, 0.029, 1.751, 0.000, 0.000, 0.081, 0.000, 0.081, 0.000, -nan, 0.000
415, 0.000, 0.024, 0.019, 0.082, 0.000, 0.061, 0.197, 0.547, 0.197, 0.607, -nan, inf
416, 0.000, 0.000, 0.017, 0.514, 0.000, -0.000, 0.037, 1.104, 0.037, 1.104, -nan, -nan
417, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
418, 0.695, 0.305, 1.695, 0.305, 1.802, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
419, 0.033, 1.967, 0.333, 2.667, 0.030, 0.000, 0.242, 0.000, 0.273, 0.000, -nan, 0.000
420, 0.000, 2.854, 0.306, 3.548, 0.000, 0.000, 0.787, 0.000, 0.787, 0.000, -nan, 0.000
421, 0.000, 2.000, 1.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
422, 0.254, 1.271, 0.585, 1.526, 0.925, 0.775, 0.281, 0.153, 1.206, 0.927, -nan, inf
423, 0.000, 0.000, 0.102, 0.020, 0.000, -0.000, 0.656, 0.128, 0.656, 0.128, -nan, -nan
424, 0.000, 0.000, 0.430, 0.132, 0.000, -0.000, 1.589, 0.486, 1.589, 0.486, -nan, -nan
425, 0.000, 0.000, 0.048, 0.087, 0.000, -0.000, 0.277, 0.505, 0.277, 0.505, -nan, -nan
426, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
427, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
428, 1.333, 0.667, 2.333, 0.667, 1.228, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
429, 0.047, 1.091, 0.110, 1.603, 0.171, 1.834, 0.060, 0.046, 0.232, 1.880, -nan, inf
430, 0.000, 0.000, 0.326, 0.244, 0.000, 0.000, 1.046, 0.782, 1.046, 0.782, -nan, -nan
431, 0.000, 0.000, 0.133, 0.867, 0.000, 0.000, 0.057, 0.000, 0.057, 0.000, -nan, 0.000
432, 0.000, 1.000, 0.908, 1.092, 0.000, 0.000, 2.010, 0.000, 2.010, 0.000, -nan, 0.000
433, 0.000, 2.000, 1.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
434, 1.000, 2.000, 2.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
435, 0.502, 3.402, 1.181, 3.724, 1.330, 0.000, 0.581, 0.000, 1.911, 0.000, -nan, 0.000
436, 0.000, 1.746, 0.259, 2.488, 0.000, 0.000, 1.564, 0.000, 1.564, 0.000, -nan, 0.000
437, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
438, 0.177, 1.823, 0.445, 2.555, 1.108, 0.000, 0.578, 0.000, 1.686, 0.000, -nan, 0.000
439, 0.000, 1.713, 0.367, 2.224, 0.000, 2.750, 2.012, 0.052, 2.012, 2.802, -nan, inf
440, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
441, 0.015, 0.044, 0.061, 0.103, 0.196, 0.168, 0.397, 0.590, 0.593, 0.758, -nan, inf
442, 0.000, 0.000, 0.186, 0.287, 0.000, 0.000, 0.206, 0.318, 0.206, 0.318, -nan, -nan
443, 0.000, 0.000, 0.044, 0.042, 0.000, 0.000, 0.211, 0.202, 0.211, 0.202, -nan, -nan
444, 0.000, 0.000, 0.068, 0.145, 0.000, -0.000, 0.329, 0.706, 0.329, 0.706, -nan, -nan
445, 0.000, 0.000, 0.243, 0.140, 0.000, 0.000, 0.830, 0.480, 0.830, 0.480, -nan, -nan
446, 0.000, 0.000, 0.483, 0.220, 0.000, -0.000, 0.708, 0.322, 0.708, 0.322, -nan, -nan
447, 0.000, 0.000, 0.310, 0.516, 0.000, -0.000, 0.800, 1.331, 0.800, 1.331, -nan, -nan
448, 0.000, 0.000, 0.242, 0.077, 0.000, -0.000, 2.060, 0.660, 2.060, 0.660, -nan, -nan
449, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
450, 0.712, 0.288, 1.712, 0.288, 0.788, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
451, 1.000, 1.000, 2.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
452, 0.627, 1.976, 0.968, 2.620, 1.819, 3.526, 0.131, 0.155, 1.950, 3.681, -nan, inf
453, 0.000, 0.000, 0.269, 0.731, 0.000, 0.000, 0.523, 0.000, 0.523, 0.000, -nan, 0.000
454, 0.000, 0.353, 0.125, 0.704, 0.000, 0.537, 0.296, 0.292, 0.296, 0.830, -nan, inf
455, 0.000, 0.000, 0.106, 0.632, 0.000, 0.000, 0.065, 0.387, 0.065, 0.387, -nan, -nan
456, 0.000, 0.000, 0.044, 0.104, 0.000, -0.000, 0.095, 0.226, 0.095, 0.226, -nan, -nan
457, 0.000, 0.000, 0.231, 0.478, 0.000, 0.000, 0.548, 1.134, 0.548, 1.134, -nan, -nan
458, 0.000, 0.000, 0.196, 0.016, 0.000, 0.000, 0.304, 0.025, 0.304, 0.025, -nan, -nan
459, 0.000, 0.000, 0.159, 0.202, 0.000, 0.000, 2.241, 2.855, 2.241, 2.855, -nan, -nan
460, 0.000, 0.000, 0.110, 0.022, 0.000, 0.000, 0.755, 0.151, 0.755, 0.151, -nan, -nan
461, 0.000, 0.000, 0.129, 0.623, 0.000, -0.000, 0.302, 1.459, 0.302, 1.459, -nan, -nan
462, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
